videoId,publishedTime,durationSec,viewCount,likeCount,dislikeCount,commentCount
G1t_68wO9go,02-11-2019 14:10,338,333715,7391,483,449
K1aJHjcN_II,02-11-2019 10:46,179,15370252,82798,11884,1880
CipN0PXnAZQ,03-11-2019 06:30,177,8917545,40880,6471,1101
c1pusVyxqc8,04-11-2019 11:30,227,20739486,79369,16159,1259
wr7zCvfz7UY,05-11-2019 08:36,166,21379926,143076,18379,2398
mz272Oqidm8,02-11-2019 06:30,126,31907282,434266,63544,23707
2ApzwaBq84M,01-11-2019 15:45,31,239308,6387,568,531
RTm6kJCxvyc,02-11-2019 12:04,21,290680,8227,521,331
8VfqYTSZQPI,01-11-2019 11:00,31,140918,4527,294,208
PqQfTFd8QDQ,05-11-2019 09:40,174,72600,1499,98,105
AjFDhqh3mso,04-11-2019 13:30,176,73250,1266,131,138
GfhiB1upCVA,04-11-2019 12:46,31,471671,9679,324,247
O-CL11xiMCs,05-11-2019 10:58,31,397877,13967,444,568
bupGi_AhvZI,04-11-2019 10:31,16,3220604,22967,1068,454
PU2F9aFAeCY,01-11-2019 08:34,210,155467,4484,174,286
u0IY0gy5xJ0,05-11-2019 10:30,183,1095919,9160,750,370
kedjsuW01wo,08-11-2019 11:34,381,71533,1804,164,132
6yDXjFIydGk,05-11-2019 10:11,275,45002,1167,73,83
OpqbtG-dnqQ,01-11-2019 07:30,123,9301081,195087,5869,5896
F4IGxPpOjmI,01-11-2019 06:35,944,180894,3069,398,373
Yfh-gBFnlkQ,31-10-2019 12:46,189,4748965,90148,2463,3049
EH8WCxxZNjs,31-10-2019 11:03,65,266606,6680,533,588
qqai1KASQ8Q,01-11-2019 10:52,303,61860,942,118,110
vNGl8JLowaI,01-11-2019 10:04,162,381206,9795,597,566
A0h-HpZqTDo,15-11-2019 12:49,179,293883,2766,326,257
w6m2VYKNWOU,31-10-2019 09:33,265,14124159,285921,21013,15498
#NAME?,31-10-2019 14:04,257,68853,772,119,76
Wv7c6KD6fXQ,31-10-2019 14:04,174,71888,689,292,256
Vi7MSEyte6g,31-10-2019 14:04,112,51865,504,96,66
sTxztkEsbGk,31-10-2019 11:33,953,43944,568,107,133
_C_PuYB3-_A,30-10-2019 07:31,165,1661009,37013,1287,1381
AJyIqxp9yqM,26-10-2019 07:31,131,22536581,265513,31288,7310
hsQd0Gl5LHU,29-10-2019 08:38,141,4335312,93882,2774,2007
fL8uu1IfBME,27-10-2019 08:30,16,245793,3706,476,337
kwrsa1_jQjc,25-10-2019 12:33,222,201388,2833,399,172
uUUTz_s1TcA,25-10-2019 12:36,258,3409641,17674,3286,617
703uwnGTBVg,28-10-2019 09:28,294,8141820,44837,4956,1227
HtvwcJLqxE0,28-10-2019 10:37,238,47677129,310751,16413,9805
N9pdMA367c8,25-10-2019 10:34,149,474045,12016,767,573
z-7Qm3Djs6s,24-10-2019 09:48,143,40179778,488884,43912,16552
63tN31yRgTQ,31-10-2019 04:38,192,1121082,18818,978,596
T85_YFJ7KAc,01-11-2019 09:30,206,38554,672,88,112
DZt6tM7prJk,25-10-2019 10:00,313,115026,2419,272,216
fwZsmVYamzo,04-11-2019 11:00,187,1803754,41025,2219,1074
uuH12X6brhY,30-10-2019 08:30,230,359087,8495,524,642
PC2nI5qzYv4,29-10-2019 11:32,263,896056,14905,1035,731
fOYuWVIXgiM,24-10-2019 05:34,227,63607524,505330,29647,16940
cgV_cU8pqr0,28-10-2019 05:30,163,545523,10383,1440,904
sVI159bbUyI,23-10-2019 12:30,191,1127651,13459,1112,742
haA---vk7fc,23-10-2019 10:59,275,287072,2869,306,220
5RfNzehp7Go,23-10-2019 10:58,153,900848,13268,1159,610
IN-ldPuDez0,25-10-2019 08:14,209,250566,6442,344,366
kfgruUraus0,25-10-2019 08:16,229,631331,8718,548,298
6bXPxehwpxw,25-10-2019 08:16,196,150588,2786,227,115
2hpyEqzpjQo,25-10-2019 08:16,206,251519,4350,260,213
ZNySp9hdD7g,25-10-2019 08:16,169,135288,4672,150,202
TIiuOekKUrE,23-10-2019 10:32,1059,464963,3356,323,239
TL-vPlc9Fk0,23-10-2019 07:30,59,3574842,1948,98,136
spIGUN1lDO0,23-10-2019 10:59,239,229031,3235,243,193
G1D0n68lOS8,23-10-2019 08:30,243,135862,1874,128,146
tDHQPHCLd6c,23-10-2019 09:30,278,45847,525,98,83
B88D1SGN0Ig,23-10-2019 10:15,168,80220,898,136,100
frTgD-MC5pI,25-10-2019 05:30,153,2943938,39888,2534,1266
UHS1nCK3Smc,22-10-2019 10:36,23,581443,15215,1074,623
